320,496,8,7
313,499,8,7
304,507,8,7
296,517,8,7
293,521,8,7
290,523,8,7
290,523,8,7
290,525,8,7
292,527,8,7
293,528,8,7
299,525,8,7
302,519,8,7
301,519,8,7
299,518,8,7
293,514,8,6
286,507,8,6
280,502,8,6
271,493,8,6
265,487,8,6
262,479,8,8
259,478,8,8
260,476,8,8
263,467,8,8
266,465,8,8
267,462,8,7
268,458,8,7
269,448,8,7
271,449,8,7
270,447,8,7
263,437,8,7
257,431,9,8
252,425,9,8
248,418,9,8
248,416,9,8
248,415,9,8
249,415,9,8
250,413,9,8
249,408,10,8
246,402,11,8
245,397,11,8
248,380,11,8
252,367,11,8
257,350,11,8
258,328,11,8
257,299,11,8
255,273,11,7
257,265,11,7
266,261,11,7
276,261,10,7
290,256,10,7
318,225,10,7
340,199,10,7
374,158,10,7
406,126,9,8
422,122,9,8
439,141,9,8
444,165,9,8
442,203,9,8
427,267,9,8
410,305,9,8
393,335,9,8
366,377,10,10
361,394,10,10
360,410,10,10
366,433,10,10
374,455,10,10
379,467,10,10
383,486,10,10
381,499,10,10
377,511,10,10
366,530,10,10
355,539,10,10
337,551,10,10
321,559,10,10
313,565,10,10
307,564,10,10
